name,code,url,description,price,type,panel,powersupply,width,depth,height,weight,trays,traysize,distancebetweentrays,voltage,electricpower,frequency,consumption,performance,performancetimes,features,featuredescription
BAKERLUX SHOP.Pro GO,XEFR-04HS-EGDN,https://unox.com/en_fr/ovens/bakerlux-shoppro-go-xefr-04hs-egdn/,BAKERLUX SHOP.Pro GOis a tireless convection oven designed to efficiently bake frozen croissants and bread.,"1,310.00",Commercial convection ovens,Control panel with 7-segment display,Electric,600 mm,669 mm,500 mm,39 kg,4,460x330,75 mm,220-240V 1~,"3,5 kW",50 / 60 Hz,6.6 kWh/day,"20semi baguette,46sweet puff pastries,52delicious cookies,48fragrant croissants,120puff-pastry pizzas,48sausage rolls","18 minutes,22 minutes,16 minutes,20 minutes,18 minutes,21 minutes","DRY.Plus,AIR.Plus","Extracting humidity for maximum flavour.,Transmit, unite, transform."
BAKERLUX SHOP.Pro MASTER,XEFR-04EU-EMRV,https://unox.com/en_fr/ovens/bakerlux-shoppro-master-xefr-04eu-emrv/,"BAKERLUX SHOP.ProMASTERputs the exclamation mark on cooking performance, advanced possibilities of automatic programs, artificial intelligence and internet connection. All this within your commercial space.","3,550.00",Commercial convection ovens with humidity,"7"" Touch control panel",Electric,800 mm,811 mm,502 mm,57 kg,4,600x400,75 mm,380-415V 3N~ / 220-240V 3~ / 220-240V 1~,"6,9 kW",50 / 60 Hz,7.9 kWh/day,"20semi baguette,46sweet puff pastries,52delicious cookies,48fragrant croissants,120puff-pastry pizzas,48sausage rolls","18 minutes,22 minutes,16 minutes,20 minutes,18 minutes,21 minutes","DRY.Plus,STEAM.Plus,AIR.Plus,EFFICENT.Power,ADAPTIVE.Cooking,CLIMALUX,SMART.Preheating,AUTO.Soft,AUTO.Matic,DDC.App,DDC.Unox.com,DDC.Stats","Extracting humidity for maximum flavour.,On-demand humidity for perfect baking.,Transmit, unite, transform.,Power and efficiency.,Perfect results. Every time.,Total humidity control.,Intelligent preheating.,Gentle cooking function.,Automatic door opening.,Everything at your fingertips.,Data collection and analysis.,Monitored for constant improvement."
BAKERLUX SHOP.Pro TOUCH,XEFR-04EU-ETRV,https://unox.com/en_fr/ovens/bakerlux-shoppro-touch-xefr-04eu-etrv/,"BAKERLUX SHOP.Pro TOUCHis the range of ovens designed for baking frozen bakery products in commercial environments, where timing is crucial and volumes are vast.","3,190.00",Commercial convection ovens with humidity,"2.4"" Touch control panel",Electric,800 mm,811 mm,502 mm,57 kg,4,600x400,75 mm,380-415V 3N~ / 220-240V 3~ / 220-240V 1~,"6,9 kW",50 / 60 Hz,7.9 kWh/day,"20semi baguette,46sweet puff pastries,52delicious cookies,48fragrant croissants,120puff-pastry pizzas,48sausage rolls","18 minutes,22 minutes,16 minutes,20 minutes,18 minutes,21 minutes","DRY.Plus,STEAM.Plus,AIR.Plus,DDC.App,DDC.Unox.com,DDC.Stats","Extracting humidity for maximum flavour.,On-demand humidity for perfect baking.,Transmit, unite, transform.,Everything at your fingertips.,Data collection and analysis.,Monitored for constant improvement."
BAKERLUX SHOP.Pro TOUCH,XEFR-04EU-ETDP,https://unox.com/en_fr/ovens/bakerlux-shoppro-touch-xefr-04eu-etdp/,"BAKERLUX SHOP.Pro TOUCHis the range of ovens designed for baking frozen bakery products in commercial environments, where timing is crucial and volumes are vast.","2,670.00",Commercial convection ovens with humidity,"2.4"" Touch control panel",Electric,800 mm,811 mm,500 mm,57 kg,4,600x400,75 mm,380-415V 3N~ / 220-240V 3~ / 220-240V 1~,"6,9 kW",50 / 60 Hz,7.9 kWh/day,"20semi baguette,46sweet puff pastries,52delicious cookies,48fragrant croissants,120puff-pastry pizzas,48sausage rolls","18 minutes,22 minutes,16 minutes,20 minutes,18 minutes,21 minutes","DRY.Plus,STEAM.Plus,AIR.Plus,DDC.App,DDC.Unox.com,DDC.Stats","Extracting humidity for maximum flavour.,On-demand humidity for perfect baking.,Transmit, unite, transform.,Everything at your fingertips.,Data collection and analysis.,Monitored for constant improvement."
BAKERLUX SHOP.Pro TOUCH,XEFR-04EU-ETDV,https://unox.com/en_fr/ovens/bakerlux-shoppro-touch-xefr-04eu-etdv/,"BAKERLUX SHOP.Pro TOUCHis the range of ovens designed for baking frozen bakery products in commercial environments, where timing is crucial and volumes are vast.","2,650.00",Commercial convection ovens with humidity,"2.4"" Touch control panel",Electric,800 mm,811 mm,500 mm,57 kg,4,600x400,75 mm,380-415V 3N~ / 220-240V 3~ / 220-240V 1~,"6,9 kW",50 / 60 Hz,7.9 kWh/day,"20semi baguette,46sweet puff pastries,52delicious cookies,48fragrant croissants,120puff-pastry pizzas,48sausage rolls","18 minutes,22 minutes,16 minutes,20 minutes,18 minutes,21 minutes","DRY.Plus,STEAM.Plus,AIR.Plus,DDC.App,DDC.Unox.com,DDC.Stats","Extracting humidity for maximum flavour.,On-demand humidity for perfect baking.,Transmit, unite, transform.,Everything at your fingertips.,Data collection and analysis.,Monitored for constant improvement."
BAKERLUX SHOP.Pro LED,XEFR-04EU-ELDP,https://unox.com/en_fr/ovens/bakerlux-shoppro-led-xefr-04eu-eldp/,BAKERLUX SHOP.ProLEDis the perfect solution for users looking for an easy-to-use tool that can also provide answers to the needs of pastry.,"2,490.00",Commercial convection ovens with humidity,Control panel with 7-segment display,Electric,800 mm,811 mm,500 mm,57 kg,4,600x400,75 mm,380-415V 3N~ / 220-240V 3~ / 220-240V 1~,"6,9 kW",50 / 60 Hz,7.9 kWh/day,"20semi baguette,46sweet puff pastries,52delicious cookies,48fragrant croissants,120puff-pastry pizzas,48sausage rolls","18 minutes,22 minutes,16 minutes,20 minutes,18 minutes,21 minutes","DRY.Plus,STEAM.Plus,AIR.Plus","Extracting humidity for maximum flavour.,On-demand humidity for perfect baking.,Transmit, unite, transform."
BAKERLUX SHOP.Pro LED,XEFR-04EU-ELDV,https://unox.com/en_fr/ovens/bakerlux-shoppro-led-xefr-04eu-eldv/,BAKERLUX SHOP.ProLEDis the perfect solution for users looking for an easy-to-use tool that can also provide answers to the needs of pastry.,"2,470.00",Commercial convection ovens with humidity,Control panel with 7-segment display,Electric,800 mm,811 mm,500 mm,57 kg,4,600x400,75 mm,380-415V 3N~ / 220-240V 3~ / 220-240V 1~,"6,9 kW",50 / 60 Hz,7.9 kWh/day,"20semi baguette,46sweet puff pastries,52delicious cookies,48fragrant croissants,120puff-pastry pizzas,48sausage rolls","18 minutes,22 minutes,16 minutes,20 minutes,18 minutes,21 minutes","DRY.Plus,STEAM.Plus,AIR.Plus","Extracting humidity for maximum flavour.,On-demand humidity for perfect baking.,Transmit, unite, transform."
BAKERLUX SHOP.Pro GO,XEFR-04EU-EGDN,https://unox.com/en_fr/ovens/bakerlux-shoppro-go-xefr-04eu-egdn/,BAKERLUX SHOP.Pro GOis a tireless convection oven designed to efficiently bake frozen croissants and bread.,"2,230.00",Commercial convection ovens,Control panel with 7-segment display,Electric,800 mm,811 mm,500 mm,57 kg,4,600x400,75 mm,380-415V 3N~ / 220-240V 3~ / 220-240V 1~,"6,9 kW",50 / 60 Hz,7.9 kWh/day,"20semi baguette,46sweet puff pastries,52delicious cookies,48fragrant croissants,120puff-pastry pizzas,48sausage rolls","18 minutes,22 minutes,16 minutes,20 minutes,18 minutes,21 minutes","DRY.Plus,AIR.Plus","Extracting humidity for maximum flavour.,Transmit, unite, transform."
BAKERLUX & LINEMISS MANUAL,XFT133,https://unox.com/en_fr/ovens/bakerlux-linemiss-manual-xft133/,BAKERLUX & LINEMISSovens are designed for professionals that require a highly productive bakery and pastry shop with nothing superfluous. The perfect combination of efficiency and simplicity. In less than a square meter.,"1,000.00",Commercial convection ovens with humidity,Knob,Electric,600 mm,655 mm,509 mm,31 kg,4,460x330,75 mm,220-240V 1N~,3 kW,50 / 60 Hz,,"24 pcsrosetta bread,6 pcssheet pan pizzas,35 pcsshortbread biscuits,48 pcsstuffed danishes,30 pcsbaguette  of sea bream,24 pcs sponge cake tin","16 minutes,22 minutes,16 minutes,20 minutes,18 minutes,28 minutes",,
BAKERLUX & LINEMISS MANUAL,XFT197,https://unox.com/en_fr/ovens/bakerlux-linemiss-manual-xft197/,BAKERLUX & LINEMISSovens are designed for professionals that require a highly productive bakery and pastry shop with nothing superfluous. The perfect combination of efficiency and simplicity. In less than a square meter.,"1,890.00",Commercial convection ovens with humidity,Knob,Electric,800 mm,774 mm,509 mm,49 kg,4,600x400,75 mm,380-415V 3N~ / 220-240V 1N~ / 220-240V 3~,"6,5 kW",50 / 60 Hz,,"24 pcsrosetta bread,6 pcssheet pan pizzas,35 pcsshortbread biscuits,48 pcsstuffed danishes,30 pcsbaguette  of sea bream,24 pcs sponge cake tin","16 minutes,22 minutes,16 minutes,20 minutes,18 minutes,28 minutes",,
BAKERLUX & LINEMISS MANUAL,XFT193,https://unox.com/en_fr/ovens/bakerlux-linemiss-manual-xft193/,BAKERLUX & LINEMISSovens are designed for professionals that require a highly productive bakery and pastry shop with nothing superfluous. The perfect combination of efficiency and simplicity. In less than a square meter.,"1,760.00",Commercial convection ovens with humidity,Knob,Electric,800 mm,774 mm,509 mm,49 kg,4,600x400,75 mm,380-415V 3N~ / 220-240V 3~ / 220-240V 1~,"6,5 kW",50 / 60 Hz,,"24 pcsrosetta bread,6 pcssheet pan pizzas,35 pcsshortbread biscuits,48 pcsstuffed danishes,30 pcsbaguette  of sea bream,24 pcs sponge cake tin","16 minutes,22 minutes,16 minutes,20 minutes,18 minutes,28 minutes",,
LINEMICRO MANUAL,XF023,https://unox.com/en_fr/ovens/linemicro-manual-xf023/,LINEMICROare the compact ovens designed as a support for the simplest confectionery/bakery processes and to bake-off frozen bakery products.,750.00,Commercial convection ovens,Knob,Electric,600 mm,587 mm,472 mm,22 kg,4,460x330,75 mm,220-240V 1~,3 kW,50 / 60 Hz,,,,,
LINEMICRO MANUAL,XF043,https://unox.com/en_fr/ovens/linemicro-manual-xf043/,LINEMICROare the compact ovens designed as a support for the simplest confectionery/bakery processes and to bake-off frozen bakery products.,"1,320.00",Commercial convection ovens,Knob,Electric,800 mm,707 mm,472 mm,44 kg,4,600x400,70 mm,380-415V 3N~ / 220-240V 3~ / 220-240V 1~,"5,3 kW",50 Hz,,,,,
CHEFTOP MIND.Maps COUNTERTOP PLUS,XEVC-0511-EPRM-MS,https://unox.com/en_fr/ovens/cheftop-mindmaps-plus-xevc-0511-eprm-ms/,"CHEFTOP MIND.MapsPLUSisthe intelligent combi oven that grills, fries, roasts, browns, smokes, cooks with steam and much more. Its automatic cooking cycles and intelligent functions create impeccable and consistent results.","6,050.00",Commercial countertop combi ovens,"9.5"" Touch control panel",Electric,750 mm,783 mm,675 mm,70 kg,5,GN 1/1,67 mm,380-415V 3N~ / 220-240V 3~ / 220-240V 1~,"9,3 kW",50 / 60 Hz,,"Full loadof crunchy bacon,Full loadof grilled pork chops,Full loadof steamed rice,Full loadof steamed potatoes,Full load of roastedchickens (1.3 kg),Plateregeneration,Full loadof puff pastry,Full loadof fresh focaccia","6 minutes,8 minutes,24 minutes,24 minutes,39 minutes,12 minutes,20 minutes,25 minutes","CLIMALUX,DRY.Plus,STEAM.Plus,AIR.Plus,DRY.Maxi,STEAM.Maxi,AIR.Maxi,EFFICENT.Power,ADAPTIVE.Cooking,CLIMALUX,SMART.Preheating,AUTO.Soft,SENSE.Klean,AUTO.Matic,DDC.Ai,DDC.App,DDC.Unox.com,DDC.Stats","Total humidity control.,Extracting humidity for maximum flavour.,On-demand humidity for perfect baking.,Transmit, unite, transform.,Humidity gives way to flavour.,The power of steam is in your hands.,Conducts, unites, transforms.,Power and efficiency.,Perfect results. Every time.,Total humidity control.,Intelligent preheating.,Gentle cooking function.,Intelligent cleaning.,Automatic door opening.,Your virtual consultant.,Everything at your fingertips.,Data collection and analysis.,Monitored for constant improvement."
CHEFTOP MIND.Maps COUNTERTOP PLUS,XEVC-0511-EPRM,https://unox.com/en_fr/ovens/cheftop-mindmaps-plus-xevc-0511-eprm/,"CHEFTOP MIND.MapsPLUSisthe intelligent combi oven that grills, fries, roasts, browns, smokes, cooks with steam and much more. Its automatic cooking cycles and intelligent functions create impeccable and consistent results.","5,600.00",Commercial countertop combi ovens,"9.5"" Touch control panel",Electric,750 mm,783 mm,675 mm,70 kg,5,GN 1/1,67 mm,380-415V 3N~ / 220-240V 3~ / 220-240V 1~,"9,3 kW",50 / 60 Hz,21.7 kWh/day,"Full loadof crunchy bacon,Full loadof grilled pork chops,Full loadof steamed rice,Full loadof steamed potatoes,Full load of roastedchickens (1.3 kg),Plateregeneration,Full loadof puff pastry,Full loadof fresh focaccia","6 minutes,8 minutes,24 minutes,24 minutes,39 minutes,12 minutes,20 minutes,25 minutes","CLIMALUX,DRY.Plus,STEAM.Plus,AIR.Plus,DRY.Maxi,STEAM.Maxi,AIR.Maxi,EFFICENT.Power,ADAPTIVE.Cooking,CLIMALUX,SMART.Preheating,AUTO.Soft,SENSE.Klean,AUTO.Matic,DDC.Ai,DDC.App,DDC.Unox.com,DDC.Stats","Total humidity control.,Extracting humidity for maximum flavour.,On-demand humidity for perfect baking.,Transmit, unite, transform.,Humidity gives way to flavour.,The power of steam is in your hands.,Conducts, unites, transforms.,Power and efficiency.,Perfect results. Every time.,Total humidity control.,Intelligent preheating.,Gentle cooking function.,Intelligent cleaning.,Automatic door opening.,Your virtual consultant.,Everything at your fingertips.,Data collection and analysis.,Monitored for constant improvement."
CHEFTOP MIND.Maps COUNTERTOP PLUS,XEVC-0511-GPRM,https://unox.com/en_fr/ovens/cheftop-mindmaps-plus-xevc-0511-gprm/,"CHEFTOP MIND.MapsPLUSisthe intelligent combi oven that grills, fries, roasts, browns, smokes, cooks with steam and much more. Its automatic cooking cycles and intelligent functions create impeccable and consistent results.","6,650.00",Commercial countertop combi ovens,"9.5"" Touch control panel",Gas,750 mm,783 mm,675 mm,83 kg,5,GN 1/1,67 mm,220-240V 1N~,"0,6 kW",50 / 60 Hz,27.2 kWh/day,"Full loadof crunchy bacon,Full loadof grilled pork chops,Full loadof steamed rice,Full loadof steamed potatoes,Full load of roastedchickens (1.3 kg),Plateregeneration,Full loadof puff pastry,Full loadof fresh focaccia","6 minutes,8 minutes,24 minutes,24 minutes,39 minutes,12 minutes,20 minutes,25 minutes","CLIMALUX,DRY.Plus,STEAM.Plus,AIR.Plus,DRY.Maxi,STEAM.Maxi,AIR.Maxi,EFFICENT.Power,ADAPTIVE.Cooking,CLIMALUX,SMART.Preheating,AUTO.Soft,SENSE.Klean,AUTO.Matic,DDC.Ai,DDC.App,DDC.Unox.com,DDC.Stats","Total humidity control.,Extracting humidity for maximum flavour.,On-demand humidity for perfect baking.,Transmit, unite, transform.,Humidity gives way to flavour.,The power of steam is in your hands.,Conducts, unites, transforms.,Power and efficiency.,Perfect results. Every time.,Total humidity control.,Intelligent preheating.,Gentle cooking function.,Intelligent cleaning.,Automatic door opening.,Your virtual consultant.,Everything at your fingertips.,Data collection and analysis.,Monitored for constant improvement."
CHEFTOP MIND.Maps COUNTERTOP PLUS,XEVC-0511-GPRM-MS,https://unox.com/en_fr/ovens/cheftop-mindmaps-plus-xevc-0511-gprm-ms/,"CHEFTOP MIND.MapsPLUSisthe intelligent combi oven that grills, fries, roasts, browns, smokes, cooks with steam and much more. Its automatic cooking cycles and intelligent functions create impeccable and consistent results.","7,100.00",Commercial countertop combi ovens,"9.5"" Touch control panel",Gas,750 mm,783 mm,675 mm,83 kg,5,GN 1/1,67 mm,220-240V 1N~,"0,6 kW",50 / 60 Hz,,"Full loadof crunchy bacon,Full loadof grilled pork chops,Full loadof steamed rice,Full loadof steamed potatoes,Full load of roastedchickens (1.3 kg),Plateregeneration,Full loadof puff pastry,Full loadof fresh focaccia","6 minutes,8 minutes,24 minutes,24 minutes,39 minutes,12 minutes,20 minutes,25 minutes","CLIMALUX,DRY.Plus,STEAM.Plus,AIR.Plus,DRY.Maxi,STEAM.Maxi,AIR.Maxi,EFFICENT.Power,ADAPTIVE.Cooking,CLIMALUX,SMART.Preheating,AUTO.Soft,SENSE.Klean,AUTO.Matic,DDC.Ai,DDC.App,DDC.Unox.com,DDC.Stats","Total humidity control.,Extracting humidity for maximum flavour.,On-demand humidity for perfect baking.,Transmit, unite, transform.,Humidity gives way to flavour.,The power of steam is in your hands.,Conducts, unites, transforms.,Power and efficiency.,Perfect results. Every time.,Total humidity control.,Intelligent preheating.,Gentle cooking function.,Intelligent cleaning.,Automatic door opening.,Your virtual consultant.,Everything at your fingertips.,Data collection and analysis.,Monitored for constant improvement."
CHEFTOP MIND.Maps COUNTERTOP ONE,XEVC-0511-E1RM,https://unox.com/en_fr/ovens/cheftop-mindmaps-one-xevc-0511-e1rm/,"CHEFTOP MIND.MapsONEis the combined oven with which you can realize all your ambitions. Grills, fries, roasts, cook with steam and much more. In a simple and intuitive way. As you like.","4,600.00",Commercial countertop combi ovens,"9.5"" Touch control panel",Electric,750 mm,783 mm,675 mm,66 kg,5,GN 1/1,67 mm,380-415V 3N~ / 220-240V 3~ / 220-240V 1~,"9,3 kW",50 / 60 Hz,26 kWh/day,"Full loadof crunchy bacon,Full loadof grilled pork chops,Full loadof steamed rice,Full loadof steamed potatoes,Full load of roasted chickens (1.3kg),Full loadof sea bass fillet (0.3kg),Full loadof frozen demi-baguettes","7 minutes,10 minutes,26 minutes,28 minutes,41 minutes,12 minutes,14 minutes","CLIMALUX,DRY.Plus,STEAM.Plus,AIR.Plus,DRY.Maxi,STEAM.Maxi,AIR.Maxi,EFFICENT.Power,DDC.Ai,DDC.App,DDC.Unox.com,DDC.Stats","Total humidity control.,Extracting humidity for maximum flavour.,On-demand humidity for perfect baking.,Transmit, unite, transform.,Humidity gives way to flavour.,The power of steam is in your hands.,Conducts, unites, transforms.,Power and efficiency.,Your virtual consultant.,Everything at your fingertips.,Data collection and analysis.,Monitored for constant improvement."
CHEFTOP MIND.Maps COUNTERTOP ZERO,XEVC-0511-EZRM,https://unox.com/en_fr/ovens/cheftop-mindmaps-zero-xevc-0511-ezrm/,"CHEFTOP MIND.MapsZEROis the combi oven that features everything that is essential and nothing that is superfluous. Simple to use, solid and efficient.","3,400.00",Commercial countertop combi ovens,Control panel with 7-segment display,Electric,750 mm,783 mm,675 mm,61 kg,5,GN 1/1,67 mm,380-415V 3N~ / 220-240V 3~ / 220-240V 1~,"9,3 kW",50 / 60 Hz,28.8 kWh/day,"Full loadof roasted potatoes,Full loadof sea bass fillet (0.3 kg),Full loadof fried eggs,Full loadof yellow curry chicken,Full loadof steamed potatoes,Full loadof steamed rice,Full loadof frozen demi-baguettes,Full loadof frozen croissant","35 minutes,12 minutes,3 minutes,50 minutes,28 minutes,26 minutes,14 minutes,22 minutes","DRY.Plus,STEAM.Plus,AIR.Plus","Extracting humidity for maximum flavour.,On-demand humidity for perfect baking.,Transmit, unite, transform."
CHEFTOP MIND.Maps COUNTERTOP ZERO,XEVC-0511-EZRM-LP,https://unox.com/en_fr/ovens/cheftop-mindmaps-zero-xevc-0511-ezrm-lp/,"CHEFTOP MIND.MapsZEROis the combi oven that features everything that is essential and nothing that is superfluous. Simple to use, solid and efficient.","3,400.00",Commercial countertop combi ovens,Control panel with 7-segment display,Electric,750 mm,783 mm,675 mm,61 kg,5,GN 1/1,67 mm,380-415V 3N~ / 220-240V 3~ / 220-240V 1N~,7 kW,50 / 60 Hz,28.8 kWh/day,"Full loadof roasted potatoes,Full loadof sea bass fillet (0.3 kg),Full loadof fried eggs,Full loadof yellow curry chicken,Full loadof steamed potatoes,Full loadof steamed rice,Full loadof frozen demi-baguettes,Full loadof frozen croissant","35 minutes,12 minutes,3 minutes,50 minutes,28 minutes,26 minutes,14 minutes,22 minutes","DRY.Plus,STEAM.Plus,AIR.Plus","Extracting humidity for maximum flavour.,On-demand humidity for perfect baking.,Transmit, unite, transform."
CHEFTOP MIND.Maps COMPACT PLUS ,XECC-0513-EPRM,https://unox.com/en_fr/ovens/cheftop-mindmaps-plus-compact-xecc-0513-eprm/,"CHEFTOP MIND.MapsPLUS COMPACTuses the latest intelligent technologies to give you practical support in your work. Catering, Quick Service Restaurant, Convenience Store and any kitchen where space is limited, but ambitions stay great.","5,950.00",Commercial countertop combi ovens,"9.5"" Touch control panel",Electric,535 mm,872 mm,649 mm,68 kg,5,GN 1/1,67 mm,380-415V 3N~ / 220-240V 3~ / 220-240V 1N~,"9,3 kW",50 / 60 Hz,21.6 kWh/day,"Full loadof crunchy bacon,Full loadof grilled pork chops,Full loadof steamed rice,Full loadof steamed potatoes,Full load of roastedchickens (1.3 kg),Plateregeneration,Full loadof puff pastry,Full loadof fresh focaccia","6 minutes,8 minutes,24 minutes,24 minutes,39 minutes,12 minutes,20 minutes,25 minutes","CLIMALUX,DRY.Plus,STEAM.Plus,AIR.Plus,DRY.Maxi,STEAM.Maxi,AIR.Maxi,EFFICENT.Power,ADAPTIVE.Cooking,CLIMALUX,SMART.Preheating,AUTO.Soft,SENSE.Klean,AUTO.Matic,DDC.Ai,DDC.App,DDC.Unox.com,DDC.Stats","Total humidity control.,Extracting humidity for maximum flavour.,On-demand humidity for perfect baking.,Transmit, unite, transform.,Humidity gives way to flavour.,The power of steam is in your hands.,Conducts, unites, transforms.,Power and efficiency.,Perfect results. Every time.,Total humidity control.,Intelligent preheating.,Gentle cooking function.,Intelligent cleaning.,Automatic door opening.,Your virtual consultant.,Everything at your fingertips.,Data collection and analysis.,Monitored for constant improvement."
CHEFTOP MIND.Maps COMPACT PLUS ,XECC-0523-EPRM,https://unox.com/en_fr/ovens/cheftop-mindmaps-plus-compact-xecc-0523-eprm/,"CHEFTOP MIND.MapsPLUS COMPACTuses the latest intelligent technologies to give you practical support in your work. Catering, Quick Service Restaurant, Convenience Store and any kitchen where space is limited, but ambitions stay great.","5,350.00",Commercial countertop combi ovens,"9.5"" Touch control panel",Electric,535 mm,672 mm,649 mm,58 kg,5,GN 2/3,67 mm,380-415V 3N~ / 220-240V 3~ / 220-240V 1N~,"5,15 kW",50 / 60 Hz,17.1 kWh/day,"Full loadof crunchy bacon,Full loadof grilled pork chops,Full loadof steamed rice,Full loadof steamed potatoes,Full load of roastedchickens (1.3 kg),Plateregeneration,Full loadof puff pastry,Full loadof fresh focaccia","6 minutes,8 minutes,24 minutes,24 minutes,39 minutes,12 minutes,20 minutes,25 minutes","CLIMALUX,DRY.Plus,STEAM.Plus,AIR.Plus,DRY.Maxi,STEAM.Maxi,AIR.Maxi,EFFICENT.Power,ADAPTIVE.Cooking,CLIMALUX,SMART.Preheating,AUTO.Soft,SENSE.Klean,AUTO.Matic,DDC.Ai,DDC.App,DDC.Unox.com,DDC.Stats","Total humidity control.,Extracting humidity for maximum flavour.,On-demand humidity for perfect baking.,Transmit, unite, transform.,Humidity gives way to flavour.,The power of steam is in your hands.,Conducts, unites, transforms.,Power and efficiency.,Perfect results. Every time.,Total humidity control.,Intelligent preheating.,Gentle cooking function.,Intelligent cleaning.,Automatic door opening.,Your virtual consultant.,Everything at your fingertips.,Data collection and analysis.,Monitored for constant improvement."
CHEFTOP MIND.Maps COMPACT ONE ,XECC-0523-E1RM,https://unox.com/en_fr/ovens/cheftop-mindmaps-one-compact-xecc-0523-e1rm/,"CHEFTOP MIND.MapsONE COMPACTis the combi-oven with which you can easily create any type of cooking in the smallest possible space. Simple and intuitive to use, reliable and perseverant as you are.","4,600.00",Commercial countertop combi ovens,"9.5"" Touch control panel",Electric,535 mm,672 mm,649 mm,56 kg,5,GN 2/3,67 mm,380-415V 3N~ / 220-240V 3~ / 220-240V 1N~,"5,15 kW",50 / 60 Hz,20.7 kWh/day,"Full loadof crunchy bacon,Full loadof grilled pork chops,Full loadof steamed rice,Full loadof steamed potatoes,Full load of roasted chickens (1.3kg),Full loadof sea bass fillet (0.3kg),Full loadof frozen demi-baguettes","7 minutes,10 minutes,26 minutes,28 minutes,41 minutes,12 minutes,14 minutes","CLIMALUX,DRY.Plus,STEAM.Plus,AIR.Plus,DRY.Maxi,STEAM.Maxi,AIR.Maxi,EFFICENT.Power,DDC.Ai,DDC.App,DDC.Unox.com,DDC.Stats","Total humidity control.,Extracting humidity for maximum flavour.,On-demand humidity for perfect baking.,Transmit, unite, transform.,Humidity gives way to flavour.,The power of steam is in your hands.,Conducts, unites, transforms.,Power and efficiency.,Your virtual consultant.,Everything at your fingertips.,Data collection and analysis.,Monitored for constant improvement."
CHEFLUX MANUAL,XV393,https://unox.com/en_fr/ovens/cheflux-manual-xv393/,CHEFLUXovens with analog control is aimed at professionals that require a highly productive oven with nothing superfluous. The perfect combination of maximum production capacity and minimum investment.,"2,700.00",Commercial convection ovens with humidity,Knob,Electric,750 mm,773 mm,772 mm,67 kg,5,GN 1/1,67 mm,380-415V 3N~ / 220-240V 3~ / 220-240V 1~,"7,1 kW",50 / 60 Hz,,"30 kgbaked potatoes,6 pcsroast chicken,240 servings lasagna Bolognese,36 kgsteamed spinach,30 kgsteamed rice,300 servingssoft goulash","30 minutes,35 minutes,40 minutes,15 minutes,25 minutes,3 hours",,
SPEED-X Digital.ID,XEPA-0523-EXRN,https://unox.com/en_fr/ovens/speed-x-xepa-0523-exrn/,"SPEED-X is the first ever self-washing combi speed oven:the perfect combination of quality and speed. Unimaginable performance, no compromises.","12,050.00",Commercial combi speed ovens,"16"" Touch control panel",Electric,535 mm,740 mm,811 mm,107 kg,5,GN 2/3,70 mm,380-415V 3N~ / 220-240V 3~,"9,5 kW",50 Hz,15 kWh/day,"250macaron shells,1,5 kgof whole potatoes,7.5 kgof wedge potatoes,6 pcsfillets of salmonwith vegetables,15 splitcornish hens,6 pcschicken escalopeswith mushrooms","12 minutes,420 seconds,20 minutes,150 seconds,35 minutes,180 seconds",,
BAKERTOP-X Digital.ID,XELA-05EU-EXRS,https://unox.com/en_fr/ovens/bakertop-x-xela-05eu-exrs/,Professional high-performance combi oven equipped with a state-of-the-art operating system and intelligent technology designed to perfectly handle any pastry and bakery cooking process. Nevertheless it is ideal for gastronomy cooking processes.,"10,750.00",Commercial countertop combi ovens,"16"" Touch control panel",Electric,860 mm,1018 mm,789 mm,100 kg,5,600x400,86 mm,380-415V 3N~ / 220-240V 3~ / 220-240V 1~,"11,6 kW",50 / 60 Hz,14.7 kWh/day,,"Air.Maxi250 km/h,Dry.Maxi45 m3/h,STEAM.Maxi14 l/sec",,"Air speed produced by fans.,Steam extraction capacity.,Steam production capacity."
